region,year,infant_mortality,region_standard
        Камчатский край,2014,15.0,Камчатский край
        Приморский край,2014,77.0,Приморский край
        Хабаровский край,2014,34.0,Хабаровский край
        Амурская область,2014,39.0,Амурская область
        Магаданская область,2014,0.0,Магаданская область
        Сахалинская область,2014,8.0,Сахалинская область
        Еврейская автономная область,2014,14.0,Еврейская автономная область
        Чукотский автономный округ,2014,8.0,Чукотский автономный округ
        Белгородская область,2015,42.0,Белгородская область
        Брянская область,2015,44.0,Брянская область
        Владимирская область,2015,31.0,Владимирская область
        Воронежская область,2015,25.0,Воронежская область
        Ивановская область,2015,16.0,Ивановская область
        Калужская область,2015,25.0,Калужская область
        Костромская область,2015,20.0,Костромская область
        Курская область,2015,27.0,Курская область
        Липецкая область,2015,45.0,Липецкая область
        Московская область,2015,39.0,Московская область
        Орловская область,2015,34.0,Орловская область
        Рязанская область,2015,21.0,Рязанская область
        Смоленская область,2015,26.0,Смоленская область
        Тамбовская область,2015,18.0,Тамбовская область
        Тверская область,2015,26.0,Тверская область
        Тульская область,2015,26.0,Тульская область
        Ярославская область,2015,19.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2015,6.0,Москва
        Республика Карелия,2015,11.0,Республика Карелия
        Республика Коми,2015,14.0,Республика Коми
        Архангельская область,2015,26.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2015,1.0,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2015,25.0,Архангельская область
        Вологодская область,2015,35.0,Вологодская область
        Калининградская область,2015,13.0,Калининградская область
        Ленинградская область,2015,31.0,Ленинградская область
        Мурманская область,2015,1.0,Мурманская область
        Новгородская область,2015,23.0,Новгородская область
        Псковская область,2015,18.0,Псковская область
        Город Санкт-Петербург город федерального значения,2015,0.0,Санкт-Петербург
        Республика Адыгея (Адыгея),2015,25.0,Республика Адыгея
        Республика Калмыкия,2015,20.0,Республика Калмыкия
        Республика Крым,2015,88.0,Республика Крым
        Краснодарский край,2015,188.0,Краснодарский край
        Астраханская область,2015,30.0,Астраханская область
        Волгоградская область,2015,53.0,Волгоградская область
        Ростовская область,2015,120.0,Ростовская область
        Город федерального значения Севастополь,2015,2.0,Севастополь
        Республика Дагестан,2015,438.0,Республика Дагестан
        Республика Ингушетия,2015,48.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2015,47.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2015,27.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2015,33.0,Республика Северная Осетия - Алания
        Чеченская Республика,2015,244.0,Чеченская Республика
        Ставропольский край,2015,129.0,Ставропольский край
        Республика Башкортостан,2015,196.0,Республика Башкортостан
        Республика Марий Эл,2015,31.0,Республика Марий Эл
        Республика Мордовия,2015,16.0,Республика Мордовия
        Республика Татарстан (Татарстан),2015,81.0,Республика Татарстан
        Удмуртская Республика,2015,49.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2015,24.0,Чувашская Республика
        Пермский край,2015,73.0,Пермский край
        Кировская область,2015,23.0,Кировская область
        Нижегородская область,2015,72.0,Нижегородская область
        Оренбургская область,2015,93.0,Оренбургская область
        Пензенская область,2015,19.0,Пензенская область
        Самарская область,2015,50.0,Самарская область
        Саратовская область,2015,61.0,Саратовская область
        Ульяновская область,2015,26.0,Ульяновская область
        Курганская область,2015,34.0,Курганская область
        Свердловская область,2015,56.0,Свердловская область
        Тюменская область,2015,94.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2015,10.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2015,22.0,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2015,62.0,Тюменская область
        Челябинская область,2015,75.0,Челябинская область
        Республика Алтай,2015,36.0,Республика Алтай
        Республика Тыва,2015,61.0,Республика Тыва
        Республика Хакасия,2015,36.0,Республика Хакасия
        Алтайский край,2015,94.0,Алтайский край
        Красноярский край,2015,102.0,Красноярский край
        Иркутская область,2015,91.0,Иркутская область
        Кемеровская область - Кузбасс,2015,39.0,Кемеровская область
        Новосибирская область,2015,56.0,Новосибирская область
        Омская область,2015,76.0,Омская область
        Томская область,2015,35.0,Томская область
        Республика Бурятия,2015,65.0,Республика Бурятия
        Забайкальский край,2015,49.0,Забайкальский край
        Республика Саха (Якутия),2015,51.0,Республика Саха (Якутия)
        Камчатский край,2015,13.0,Камчатский край
        Приморский край,2015,51.0,Приморский край
        Хабаровский край,2015,22.0,Хабаровский край
        Амурская область,2015,31.0,Амурская область
        Магаданская область,2015,0.0,Магаданская область
        Сахалинская область,2015,8.0,Сахалинская область
        Еврейская автономная область,2015,14.0,Еврейская автономная область
        Чукотский автономный округ,2015,8.0,Чукотский автономный округ
        Белгородская область,2016,36.0,Белгородская область
        Брянская область,2016,36.0,Брянская область
        Владимирская область,2016,28.0,Владимирская область
        Воронежская область,2016,24.0,Воронежская область
        Ивановская область,2016,15.0,Ивановская область
        Калужская область,2016,13.0,Калужская область
        Костромская область,2016,21.0,Костромская область
        Курская область,2016,32.0,Курская область
        Липецкая область,2016,35.0,Липецкая область
        Московская область,2016,44.0,Московская область
        Орловская область,2016,18.0,Орловская область
        Рязанская область,2016,13.0,Рязанская область
        Смоленская область,2016,17.0,Смоленская область
        Тамбовская область,2016,10.0,Тамбовская область
        Тверская область,2016,29.0,Тверская область
        Тульская область,2016,27.0,Тульская область
        Ярославская область,2016,17.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2016,11.0,Москва
        Республика Карелия,2016,11.0,Республика Карелия
        Республика Коми,2016,19.0,Республика Коми
        Архангельская область,2016,18.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2016,1.0,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2016,17.0,Архангельская область
        Вологодская область,2016,39.0,Вологодская область
        Калининградская область,2016,8.0,Калининградская область
        Ленинградская область,2016,18.0,Ленинградская область
        Мурманская область,2016,1.0,Мурманская область
        Новгородская область,2016,5.0,Новгородская область
        Псковская область,2016,21.0,Псковская область
        Город Санкт-Петербург город федерального значения,2016,0.0,Санкт-Петербург
        Республика Адыгея (Адыгея),2016,18.0,Республика Адыгея
        Республика Калмыкия,2016,8.0,Республика Калмыкия
        Республика Крым,2016,63.0,Республика Крым
        Краснодарский край,2016,161.0,Краснодарский край
        Астраханская область,2016,21.0,Астраханская область
        Волгоградская область,2016,44.0,Волгоградская область
        Ростовская область,2016,114.0,Ростовская область
        Город федерального значения Севастополь,2016,2.0,Севастополь
        Республика Дагестан,2016,342.0,Республика Дагестан
        Республика Ингушетия,2016,41.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2016,37.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2016,35.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2016,28.0,Республика Северная Осетия - Алания
        Чеченская Республика,2016,190.0,Чеченская Республика
        Ставропольский край,2016,122.0,Ставропольский край
        Республика Башкортостан,2016,140.0,Республика Башкортостан
        Республика Марий Эл,2016,25.0,Республика Марий Эл
        Республика Мордовия,2016,17.0,Республика Мордовия
        Республика Татарстан (Татарстан),2016,85.0,Республика Татарстан
        Удмуртская Республика,2016,54.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2016,17.0,Чувашская Республика
        Пермский край,2016,74.0,Пермский край
        Кировская область,2016,23.0,Кировская область
        Нижегородская область,2016,44.0,Нижегородская область
        Оренбургская область,2016,81.0,Оренбургская область
        Пензенская область,2016,20.0,Пензенская область
        Самарская область,2016,52.0,Самарская область
        Саратовская область,2016,58.0,Саратовская область
        Ульяновская область,2016,26.0,Ульяновская область
        Курганская область,2016,39.0,Курганская область
        Свердловская область,2016,71.0,Свердловская область
        Тюменская область,2016,70.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2016,8.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2016,16.0,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2016,46.0,Тюменская область
        Челябинская область,2016,71.0,Челябинская область
        Республика Алтай,2016,32.0,Республика Алтай
        Республика Тыва,2016,44.0,Республика Тыва
        Республика Хакасия,2016,31.0,Республика Хакасия
        Алтайский край,2016,87.0,Алтайский край
        Красноярский край,2016,84.0,Красноярский край
        Иркутская область,2016,72.0,Иркутская область
        Кемеровская область - Кузбасс,2016,45.0,Кемеровская область
        Новосибирская область,2016,62.0,Новосибирская область
        Омская область,2016,66.0,Омская область
        Томская область,2016,30.0,Томская область
        Республика Бурятия,2016,55.0,Республика Бурятия
        Забайкальский край,2016,31.0,Забайкальский край
        Республика Саха (Якутия),2016,42.0,Республика Саха (Якутия)
        Камчатский край,2016,7.0,Камчатский край
        Приморский край,2016,45.0,Приморский край
        Хабаровский край,2016,20.0,Хабаровский край
        Амурская область,2016,23.0,Амурская область
        Магаданская область,2016,0.0,Магаданская область
        Сахалинская область,2016,9.0,Сахалинская область
        Еврейская автономная область,2016,16.0,Еврейская автономная область
        Чукотский автономный округ,2016,8.0,Чукотский автономный округ
        Белгородская область,2017,34.0,Белгородская область
        Брянская область,2017,31.0,Брянская область
        Владимирская область,2017,17.0,Владимирская область
        Воронежская область,2017,18.0,Воронежская область
        Ивановская область,2017,4.0,Ивановская область
        Калужская область,2017,11.0,Калужская область
        Костромская область,2017,20.0,Костромская область
        Курская область,2017,26.0,Курская область
        Липецкая область,2017,15.0,Липецкая область
        Московская область,2017,47.0,Московская область
        Орловская область,2017,17.0,Орловская область
        Рязанская область,2017,13.0,Рязанская область
        Смоленская область,2017,15.0,Смоленская область
        Тамбовская область,2017,10.0,Тамбовская область
        Тверская область,2017,17.0,Тверская область
        Тульская область,2017,21.0,Тульская область
        Ярославская область,2017,18.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2017,13.0,Москва
        Республика Карелия,2017,17.0,Республика Карелия
        Республика Коми,2017,8.0,Республика Коми
        Архангельская область,2017,22.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2017,0.0,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2017,22.0,Архангельская область
        Вологодская область,2017,25.0,Вологодская область
        Калининградская область,2017,5.0,Калининградская область
        Ленинградская область,2017,20.0,Ленинградская область
        Мурманская область,2017,1.0,Мурманская область
        Новгородская область,2017,11.0,Новгородская область
        Псковская область,2017,14.0,Псковская область
        Город Санкт-Петербург город федерального значения,2017,0.0,Санкт-Петербург
        Республика Адыгея (Адыгея),2017,16.0,Республика Адыгея
        Республика Калмыкия,2017,12.0,Республика Калмыкия
        Республика Крым,2017,63.0,Республика Крым
        Краснодарский край,2017,131.0,Краснодарский край
        Астраханская область,2017,22.0,Астраханская область
        Волгоградская область,2017,36.0,Волгоградская область
        Ростовская область,2017,117.0,Ростовская область
        Город федерального значения Севастополь,2017,1.0,Севастополь
        Республика Дагестан,2017,295.0,Республика Дагестан
        Республика Ингушетия,2017,28.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2017,26.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2017,24.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2017,21.0,Республика Северная Осетия - Алания
        Чеченская Республика,2017,171.0,Чеченская Республика
        Ставропольский край,2017,101.0,Ставропольский край
        Республика Башкортостан,2017,158.0,Республика Башкортостан
        Республика Марий Эл,2017,13.0,Республика Марий Эл
        Республика Мордовия,2017,15.0,Республика Мордовия
        Республика Татарстан (Татарстан),2017,61.0,Республика Татарстан
        Удмуртская Республика,2017,27.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2017,17.0,Чувашская Республика
        Пермский край,2017,48.0,Пермский край
        Кировская область,2017,17.0,Кировская область
        Нижегородская область,2017,43.0,Нижегородская область
        Оренбургская область,2017,92.0,Оренбургская область
        Пензенская область,2017,14.0,Пензенская область
        Самарская область,2017,37.0,Самарская область
        Саратовская область,2017,47.0,Саратовская область
        Ульяновская область,2017,16.0,Ульяновская область
        Курганская область,2017,22.0,Курганская область
        Свердловская область,2017,53.0,Свердловская область
        Тюменская область,2017,78.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2017,15.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2017,22.0,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2017,41.0,Тюменская область
        Челябинская область,2017,60.0,Челябинская область
        Республика Алтай,2017,26.0,Республика Алтай
        Республика Тыва,2017,34.0,Республика Тыва
        Республика Хакасия,2017,14.0,Республика Хакасия
        Алтайский край,2017,79.0,Алтайский край
        Красноярский край,2017,82.0,Красноярский край
        Иркутская область,2017,79.0,Иркутская область
        Кемеровская область - Кузбасс,2017,38.0,Кемеровская область
        Новосибирская область,2017,48.0,Новосибирская область
        Омская область,2017,61.0,Омская область
        Томская область,2017,19.0,Томская область
        Республика Бурятия,2017,41.0,Республика Бурятия
        Забайкальский край,2017,35.0,Забайкальский край
        Республика Саха (Якутия),2017,32.0,Республика Саха (Якутия)
        Камчатский край,2017,5.0,Камчатский край
        Приморский край,2017,39.0,Приморский край
        Хабаровский край,2017,10.0,Хабаровский край
        Амурская область,2017,20.0,Амурская область
        Магаданская область,2017,0.0,Магаданская область
        Сахалинская область,2017,4.0,Сахалинская область
        Еврейская автономная область,2017,9.0,Еврейская автономная область
        Чукотский автономный округ,2017,5.0,Чукотский автономный округ
        Белгородская область,2018,33.0,Белгородская область
        Брянская область,2018,12.0,Брянская область
        Владимирская область,2018,22.0,Владимирская область
        Воронежская область,2018,22.0,Воронежская область
        Ивановская область,2018,7.0,Ивановская область
        Калужская область,2018,8.0,Калужская область
        Костромская область,2018,9.0,Костромская область
        Курская область,2018,16.0,Курская область
        Липецкая область,2018,15.0,Липецкая область
        Московская область,2018,30.0,Московская область
        Орловская область,2018,14.0,Орловская область
        Рязанская область,2018,10.0,Рязанская область
        Смоленская область,2018,16.0,Смоленская область
        Тамбовская область,2018,16.0,Тамбовская область
        Тверская область,2018,24.0,Тверская область
        Тульская область,2018,13.0,Тульская область
        Ярославская область,2018,10.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2018,14.0,Москва
        Республика Карелия,2018,8.0,Республика Карелия
        Республика Коми,2018,9.0,Республика Коми
        Архангельская область,2018,15.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2018,1.0,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2018,14.0,Архангельская область
        Вологодская область,2018,17.0,Вологодская область
        Калининградская область,2018,5.0,Калининградская область
        Ленинградская область,2018,11.0,Ленинградская область
        Мурманская область,2018,3.0,Мурманская область
        Новгородская область,2018,9.0,Новгородская область
        Псковская область,2018,8.0,Псковская область
        Город Санкт-Петербург город федерального значения,2018,0.0,Санкт-Петербург
        Республика Адыгея (Адыгея),2018,7.0,Республика Адыгея
        Республика Калмыкия,2018,13.0,Республика Калмыкия
        Республика Крым,2018,43.0,Республика Крым
        Краснодарский край,2018,125.0,Краснодарский край
        Астраханская область,2018,14.0,Астраханская область
        Волгоградская область,2018,43.0,Волгоградская область
        Ростовская область,2018,82.0,Ростовская область
        Город федерального значения Севастополь,2018,1.0,Севастополь
        Республика Дагестан,2018,243.0,Республика Дагестан
        Республика Ингушетия,2018,21.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2018,33.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2018,24.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2018,18.0,Республика Северная Осетия - Алания
        Чеченская Республика,2018,137.0,Чеченская Республика
        Ставропольский край,2018,96.0,Ставропольский край
        Республика Башкортостан,2018,102.0,Республика Башкортостан
        Республика Марий Эл,2018,23.0,Республика Марий Эл
        Республика Мордовия,2018,3.0,Республика Мордовия
        Республика Татарстан (Татарстан),2018,46.0,Республика Татарстан
        Удмуртская Республика,2018,30.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2018,19.0,Чувашская Республика
        Пермский край,2018,33.0,Пермский край
        Кировская область,2018,22.0,Кировская область
        Нижегородская область,2018,47.0,Нижегородская область
        Оренбургская область,2018,59.0,Оренбургская область
        Пензенская область,2018,16.0,Пензенская область
        Самарская область,2018,31.0,Самарская область
        Саратовская область,2018,28.0,Саратовская область
        Ульяновская область,2018,12.0,Ульяновская область
        Курганская область,2018,21.0,Курганская область
        Свердловская область,2018,57.0,Свердловская область
        Тюменская область,2018,62.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2018,5.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2018,13.0,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2018,44.0,Тюменская область
        Челябинская область,2018,55.0,Челябинская область
        Республика Алтай,2018,19.0,Республика Алтай
        Республика Тыва,2018,37.0,Республика Тыва
        Республика Хакасия,2018,7.0,Республика Хакасия
        Алтайский край,2018,70.0,Алтайский край
        Красноярский край,2018,61.0,Красноярский край
        Иркутская область,2018,70.0,Иркутская область
        Кемеровская область - Кузбасс,2018,23.0,Кемеровская область
        Новосибирская область,2018,38.0,Новосибирская область
        Омская область,2018,61.0,Омская область
        Томская область,2018,24.0,Томская область
        Республика Бурятия,2018,40.0,Республика Бурятия
        Забайкальский край,2018,26.0,Забайкальский край
        Республика Саха (Якутия),2018,24.0,Республика Саха (Якутия)
        Камчатский край,2018,6.0,Камчатский край
        Приморский край,2018,28.0,Приморский край
        Хабаровский край,2018,9.0,Хабаровский край
        Амурская область,2018,17.0,Амурская область
        Магаданская область,2018,0.0,Магаданская область
        Сахалинская область,2018,5.0,Сахалинская область
        Еврейская автономная область,2018,9.0,Еврейская автономная область
        Чукотский автономный округ,2018,5.0,Чукотский автономный округ
        Белгородская область,2019,16.0,Белгородская область
        Брянская область,2019,11.0,Брянская область
        Владимирская область,2019,15.0,Владимирская область
        Воронежская область,2019,7.0,Воронежская область
        Ивановская область,2019,9.0,Ивановская область
        Калужская область,2019,7.0,Калужская область
        Костромская область,2019,7.0,Костромская область
        Курская область,2019,14.0,Курская область
        Липецкая область,2019,14.0,Липецкая область
        Московская область,2019,29.0,Московская область
        Орловская область,2019,12.0,Орловская область
        Рязанская область,2019,10.0,Рязанская область
        Смоленская область,2019,4.0,Смоленская область
        Тамбовская область,2019,12.0,Тамбовская область
        Тверская область,2019,13.0,Тверская область
        Тульская область,2019,14.0,Тульская область
        Ярославская область,2019,12.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2019,5.0,Москва
        Республика Карелия,2019,7.0,Республика Карелия
        Республика Коми,2019,9.0,Республика Коми
        Архангельская область,2019,16.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2019,0.0,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2019,16.0,Архангельская область
        Вологодская область,2019,24.0,Вологодская область
        Калининградская область,2019,9.0,Калининградская область
        Ленинградская область,2019,13.0,Ленинградская область
        Мурманская область,2019,1.0,Мурманская область
        Новгородская область,2019,9.0,Новгородская область
        Псковская область,2019,12.0,Псковская область
        Город Санкт-Петербург город федерального значения,2019,0.0,Санкт-Петербург
        Республика Адыгея (Адыгея),2019,4.0,Республика Адыгея
        Республика Калмыкия,2019,4.0,Республика Калмыкия
        Республика Крым,2019,53.0,Республика Крым
        Краснодарский край,2019,76.0,Краснодарский край
        Астраханская область,2019,18.0,Астраханская область
        Волгоградская область,2019,32.0,Волгоградская область
        Ростовская область,2019,65.0,Ростовская область
        Город федерального значения Севастополь,2019,0.0,Севастополь
        Республика Дагестан,2019,207.0,Республика Дагестан
        Республика Ингушетия,2019,23.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2019,24.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2019,16.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2019,18.0,Республика Северная Осетия - Алания
        Чеченская Республика,2019,99.0,Чеченская Республика
        Ставропольский край,2019,80.0,Ставропольский край
        Республика Башкортостан,2019,120.0,Республика Башкортостан
        Республика Марий Эл,2019,6.0,Республика Марий Эл
        Республика Мордовия,2019,10.0,Республика Мордовия
        Республика Татарстан (Татарстан),2019,49.0,Республика Татарстан
        Удмуртская Республика,2019,29.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2019,10.0,Чувашская Республика
        Пермский край,2019,32.0,Пермский край
        Кировская область,2019,9.0,Кировская область
        Нижегородская область,2019,39.0,Нижегородская область
        Оренбургская область,2019,48.0,Оренбургская область
        Пензенская область,2019,22.0,Пензенская область
        Самарская область,2019,34.0,Самарская область
        Саратовская область,2019,24.0,Саратовская область
        Ульяновская область,2019,13.0,Ульяновская область
        Курганская область,2019,17.0,Курганская область
        Свердловская область,2019,32.0,Свердловская область
        Тюменская область,2019,50.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2019,4.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2019,17.0,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2019,29.0,Тюменская область
        Челябинская область,2019,35.0,Челябинская область
        Республика Алтай,2019,25.0,Республика Алтай
        Республика Тыва,2019,20.0,Республика Тыва
        Республика Хакасия,2019,8.0,Республика Хакасия
        Алтайский край,2019,60.0,Алтайский край
        Красноярский край,2019,56.0,Красноярский край
        Иркутская область,2019,49.0,Иркутская область
        Кемеровская область - Кузбасс,2019,23.0,Кемеровская область
        Новосибирская область,2019,39.0,Новосибирская область
        Омская область,2019,51.0,Омская область
        Томская область,2019,14.0,Томская область
        Республика Бурятия,2019,37.0,Республика Бурятия
        Забайкальский край,2019,38.0,Забайкальский край
        Республика Саха (Якутия),2019,20.0,Республика Саха (Якутия)
        Камчатский край,2019,7.0,Камчатский край
        Приморский край,2019,33.0,Приморский край
        Хабаровский край,2019,7.0,Хабаровский край
        Амурская область,2019,16.0,Амурская область
        Магаданская область,2019,0.0,Магаданская область
        Сахалинская область,2019,3.0,Сахалинская область
        Еврейская автономная область,2019,3.0,Еврейская автономная область
        Чукотский автономный округ,2019,4.0,Чукотский автономный округ
        Белгородская область,2020,22.0,Белгородская область
        Брянская область,2020,12.0,Брянская область
