region,year,grp_per_capita,region_standard
            Архангельская область (кроме Ненецкого автономного округа),2015,352837.9,Архангельская область
        Вологодская область,2015,402652.1,Вологодская область
        Калининградская область,2015,359639.7,Калининградская область
        Ленинградская область,2015,478065.2,Ленинградская область
        Мурманская область,2015,525475.7,Мурманская область
        Новгородская область,2015,379255.5,Новгородская область
        Псковская область,2015,208464.5,Псковская область
        Город Санкт-Петербург город федерального значения,2015,650339.7,Санкт-Петербург
        Республика Адыгея (Адыгея),2015,187211.1,Республика Адыгея
        Республика Калмыкия,2015,185798.9,Республика Калмыкия
        Республика Крым,2015,139873.3,Республика Крым
        Краснодарский край,2015,352601.2,Краснодарский край
        Астраханская область,2015,315996.9,Астраханская область
        Волгоградская область,2015,290186.0,Волгоградская область
        Ростовская область,2015,280522.0,Ростовская область
        Город федерального значения Севастополь,2015,119384.5,Севастополь
        Республика Дагестан,2015,189575.2,Республика Дагестан
        Республика Ингушетия,2015,106955.7,Республика Ингушетия
        Кабардино-Балкарская Республика,2015,139908.7,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2015,144061.8,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2015,178921.1,Республика Северная Осетия - Алания
        Чеченская Республика,2015,111705.4,Чеченская Республика
        Ставропольский край,2015,221814.1,Ставропольский край
        Республика Башкортостан,2015,323367.4,Республика Башкортостан
        Республика Марий Эл,2015,250039.3,Республика Марий Эл
        Республика Мордовия,2015,223161.1,Республика Мордовия
        Республика Татарстан (Татарстан),2015,483509.9,Республика Татарстан
        Удмуртская Республика,2015,341391.7,Удмуртская Республика
        Чувашская Республика - Чувашия,2015,203100.9,Чувашская Республика
        Пермский край,2015,403601.4,Пермский край
        Кировская область,2015,216918.0,Кировская область
        Нижегородская область,2015,338304.4,Нижегородская область
        Оренбургская область,2015,387881.4,Оренбургская область
        Пензенская область,2015,253911.0,Пензенская область
        Самарская область,2015,394135.9,Самарская область
        Саратовская область,2015,251047.1,Саратовская область
        Ульяновская область,2015,241633.8,Ульяновская область
        Курганская область,2015,207236.0,Курганская область
        Свердловская область,2015,421100.7,Свердловская область
        Тюменская область,2015,1626160.4,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2015,1947653.2,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2015,3336453.4,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2015,628098.5,Тюменская область
        Челябинская область,2015,345597.1,Челябинская область
        Республика Алтай,2015,196639.2,Республика Алтай
        Республика Тыва,2015,150265.5,Республика Тыва
        Республика Хакасия,2015,317763.6,Республика Хакасия
        Алтайский край,2015,204933.1,Алтайский край
        Красноярский край,2015,582345.8,Красноярский край
        Иркутская область,2015,414986.5,Иркутская область
        Кемеровская область - Кузбасс,2015,309904.3,Кемеровская область
        Новосибирская область,2015,370895.7,Новосибирская область
        Омская область,2015,312450.2,Омская область
        Томская область,2015,438316.5,Томская область
        Республика Бурятия,2015,206880.3,Республика Бурятия
        Забайкальский край,2015,228215.0,Забайкальский край
        Республика Саха (Якутия),2015,780139.8,Республика Саха (Якутия)
        Камчатский край,2015,553863.9,Камчатский край
        Приморский край,2015,371595.6,Приморский край
        Хабаровский край,2015,445809.5,Хабаровский край
        Амурская область,2015,343385.7,Амурская область
        Магаданская область,2015,854561.5,Магаданская область
        Сахалинская область,2015,1716734.4,Сахалинская область
        Еврейская автономная область,2015,266405.8,Еврейская автономная область
        Чукотский автономный округ,2015,1226152.0,Чукотский автономный округ
Российская Федерация,2016,505337.7,
        Белгородская область,2016,501467.8,Белгородская область
        Брянская область,2016,258752.7,Брянская область
        Владимирская область,2016,309713.7,Владимирская область
        Воронежская область,2016,354657.9,Воронежская область
        Ивановская область,2016,200504.4,Ивановская область
        Калужская область,2016,404538.6,Калужская область
        Костромская область,2016,261963.8,Костромская область
        Курская область,2016,337963.6,Курская область
        Липецкая область,2016,433560.1,Липецкая область
        Московская область,2016,570678.7,Московская область
        Орловская область,2016,301851.9,Орловская область
        Рязанская область,2016,324534.3,Рязанская область
        Смоленская область,2016,296810.1,Смоленская область
        Тамбовская область,2016,306725.3,Тамбовская область
        Тверская область,2016,305541.0,Тверская область
        Тульская область,2016,367487.5,Тульская область
        Ярославская область,2016,392410.1,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2016,1223881.1,Москва
        Республика Карелия,2016,394826.9,Республика Карелия
        Республика Коми,2016,677818.8,Республика Коми
        Архангельская область,2016,609484.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2016,5964557.0,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2016,400764.6,Архангельская область
        Вологодская область,2016,430041.5,Вологодская область
        Калининградская область,2016,425021.5,Калининградская область
        Ленинградская область,2016,534152.5,Ленинградская область
        Мурманская область,2016,614565.5,Мурманская область
        Новгородская область,2016,412072.9,Новгородская область
        Псковская область,2016,247111.3,Псковская область
        Город Санкт-Петербург город федерального значения,2016,780400.7,Санкт-Петербург
        Республика Адыгея (Адыгея),2016,223469.4,Республика Адыгея
        Республика Калмыкия,2016,249989.8,Республика Калмыкия
        Республика Крым,2016,189916.6,Республика Крым
        Краснодарский край,2016,407239.7,Краснодарский край
        Астраханская область,2016,361704.8,Астраханская область
        Волгоградская область,2016,324961.1,Волгоградская область
        Ростовская область,2016,324802.1,Ростовская область
        Город федерального значения Севастополь,2016,211366.0,Севастополь
        Республика Дагестан,2016,203906.4,Республика Дагестан
        Республика Ингушетия,2016,121985.9,Республика Ингушетия
        Кабардино-Балкарская Республика,2016,177182.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2016,168098.1,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2016,211526.9,Республика Северная Осетия - Алания
        Чеченская Республика,2016,143561.5,Чеченская Республика
        Ставропольский край,2016,254226.6,Ставропольский край
        Республика Башкортостан,2016,349351.5,Республика Башкортостан
        Республика Марий Эл,2016,249375.0,Республика Марий Эл
        Республика Мордовия,2016,276359.6,Республика Мордовия
        Республика Татарстан (Татарстан),2016,530860.1,Республика Татарстан
        Удмуртская Республика,2016,375910.8,Удмуртская Республика
        Чувашская Республика - Чувашия,2016,230260.9,Чувашская Республика
        Пермский край,2016,435823.7,Пермский край
        Кировская область,2016,242189.8,Кировская область
        Нижегородская область,2016,394208.9,Нижегородская область
        Оренбургская область,2016,408982.9,Оренбургская область
        Пензенская область,2016,266340.2,Пензенская область
        Самарская область,2016,425864.5,Самарская область
        Саратовская область,2016,282214.0,Саратовская область
        Ульяновская область,2016,292335.0,Ульяновская область
        Курганская область,2016,235547.8,Курганская область
        Свердловская область,2016,487246.6,Свердловская область
        Тюменская область,2016,1683993.8,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2016,1912836.6,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2016,3790547.2,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2016,659860.8,Тюменская область
        Челябинская область,2016,380623.8,Челябинская область
        Республика Алтай,2016,219520.8,Республика Алтай
        Республика Тыва,2016,182914.4,Республика Тыва
        Республика Хакасия,2016,386695.7,Республика Хакасия
        Алтайский край,2016,224525.8,Алтайский край
        Красноярский край,2016,634610.4,Красноярский край
        Иркутская область,2016,472533.3,Иркутская область
        Кемеровская область - Кузбасс,2016,332941.6,Кемеровская область
        Новосибирская область,2016,387887.1,Новосибирская область
        Омская область,2016,338878.9,Омская область
        Томская область,2016,483420.8,Томская область
        Республика Бурятия,2016,224534.7,Республика Бурятия
        Забайкальский край,2016,258225.0,Забайкальский край
        Республика Саха (Якутия),2016,925293.3,Республика Саха (Якутия)
        Камчатский край,2016,710448.2,Камчатский край
        Приморский край,2016,446924.1,Приморский край
        Хабаровский край,2016,504272.3,Хабаровский край
        Амурская область,2016,370192.4,Амурская область
        Магаданская область,2016,1054274.8,Магаданская область
        Сахалинская область,2016,1564707.9,Сахалинская область
        Еврейская автономная область,2016,294021.2,Еврейская автономная область
        Чукотский автономный округ,2016,1443771.7,Чукотский автономный округ
Российская Федерация,2017,543065.9,
        Белгородская область,2017,539720.5,Белгородская область
        Брянская область,2017,280630.1,Брянская область
        Владимирская область,2017,325043.1,Владимирская область
        Воронежская область,2017,374125.7,Воронежская область
        Ивановская область,2017,208522.0,Ивановская область
        Калужская область,2017,451025.5,Калужская область
        Костромская область,2017,276404.4,Костромская область
        Курская область,2017,361694.6,Курская область
        Липецкая область,2017,452880.0,Липецкая область
        Московская область,2017,574838.0,Московская область
        Орловская область,2017,307734.4,Орловская область
        Рязанская область,2017,351636.4,Рязанская область
        Смоленская область,2017,329679.7,Смоленская область
        Тамбовская область,2017,309152.6,Тамбовская область
        Тверская область,2017,326017.0,Тверская область
        Тульская область,2017,397428.0,Тульская область
        Ярославская область,2017,421499.3,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2017,1329055.5,Москва
        Республика Карелия,2017,433433.9,Республика Карелия
        Республика Коми,2017,719599.3,Республика Коми
        Архангельская область,2017,654268.9,Архангельская область
            Ненецкий автономный округ (Архангельская область),2017,6045235.6,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2017,441961.6,Архангельская область
        Вологодская область,2017,459777.5,Вологодская область
        Калининградская область,2017,450993.6,Калининградская область
        Ленинградская область,2017,556083.1,Ленинградская область
        Мурманская область,2017,634409.5,Мурманская область
        Новгородская область,2017,420289.0,Новгородская область
        Псковская область,2017,259414.7,Псковская область
        Город Санкт-Петербург город федерального значения,2017,805573.1,Санкт-Петербург
        Республика Адыгея (Адыгея),2017,241997.3,Республика Адыгея
        Республика Калмыкия,2017,289676.6,Республика Калмыкия
        Республика Крым,2017,201251.2,Республика Крым
        Краснодарский край,2017,433626.9,Краснодарский край
        Астраханская область,2017,434701.5,Астраханская область
        Волгоградская область,2017,336306.7,Волгоградская область
        Ростовская область,2017,341163.4,Ростовская область
        Город федерального значения Севастополь,2017,234060.8,Севастополь
        Республика Дагестан,2017,209477.8,Республика Дагестан
        Республика Ингушетия,2017,125667.9,Республика Ингушетия
        Кабардино-Балкарская Республика,2017,179417.9,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2017,177468.1,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2017,217115.4,Республика Северная Осетия - Алания
        Чеченская Республика,2017,151464.0,Чеченская Республика
        Ставропольский край,2017,262480.7,Ставропольский край
        Республика Башкортостан,2017,366013.2,Республика Башкортостан
        Республика Марий Эл,2017,260703.5,Республика Марий Эл
        Республика Мордовия,2017,292626.5,Республика Мордовия
        Республика Татарстан (Татарстан),2017,582208.5,Республика Татарстан
        Удмуртская Республика,2017,390800.7,Удмуртская Республика
        Чувашская Республика - Чувашия,2017,240379.6,Чувашская Республика
        Пермский край,2017,474129.3,Пермский край
        Кировская область,2017,257681.1,Кировская область
        Нижегородская область,2017,428207.8,Нижегородская область
        Оренбургская область,2017,440024.7,Оренбургская область
        Пензенская область,2017,281369.7,Пензенская область
        Самарская область,2017,453013.0,Самарская область
        Саратовская область,2017,294988.0,Саратовская область
        Ульяновская область,2017,299921.8,Ульяновская область
        Курганская область,2017,247093.2,Курганская область
        Свердловская область,2017,522156.2,Свердловская область
        Тюменская область,2017,1930537.3,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2017,2155227.7,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2017,4571566.9,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2017,727930.9,Тюменская область
        Челябинская область,2017,405015.2,Челябинская область
        Республика Алтай,2017,222562.9,Республика Алтай
        Республика Тыва,2017,203160.1,Республика Тыва
        Республика Хакасия,2017,405788.7,Республика Хакасия
        Алтайский край,2017,231268.4,Алтайский край
        Красноярский край,2017,687442.8,Красноярский край
        Иркутская область,2017,527025.3,Иркутская область
        Кемеровская область - Кузбасс,2017,406335.3,Кемеровская область
        Новосибирская область,2017,423663.3,Новосибирская область
        Омская область,2017,355839.6,Омская область
        Томская область,2017,514001.1,Томская область
        Республика Бурятия,2017,228171.1,Республика Бурятия
        Забайкальский край,2017,284969.1,Забайкальский край
        Республика Саха (Якутия),2017,977633.1,Республика Саха (Якутия)
        Камчатский край,2017,724011.6,Камчатский край
        Приморский край,2017,472486.5,Приморский край
        Хабаровский край,2017,524460.5,Хабаровский край
        Амурская область,2017,373935.1,Амурская область
        Магаданская область,2017,1117517.3,Магаданская область
        Сахалинская область,2017,1605079.4,Сахалинская область
        Еврейская автономная область,2017,338826.6,Еврейская автономная область
        Чукотский автономный округ,2017,1469675.0,Чукотский автономный округ
Российская Федерация,2018,614333.2,
        Белгородская область,2018,588641.5,Белгородская область
        Брянская область,2018,304547.1,Брянская область
        Владимирская область,2018,349856.4,Владимирская область
        Воронежская область,2018,408140.7,Воронежская область
        Ивановская область,2018,230325.5,Ивановская область
        Калужская область,2018,502224.2,Калужская область
        Костромская область,2018,299569.1,Костромская область
        Курская область,2018,405890.2,Курская область
        Липецкая область,2018,526882.4,Липецкая область
        Московская область,2018,615059.9,Московская область
        Орловская область,2018,332418.3,Орловская область
        Рязанская область,2018,372321.8,Рязанская область
        Смоленская область,2018,354239.9,Смоленская область
        Тамбовская область,2018,343693.1,Тамбовская область
        Тверская область,2018,368955.6,Тверская область
        Тульская область,2018,448896.8,Тульская область
        Ярославская область,2018,462207.4,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2018,1494938.0,Москва
        Республика Карелия,2018,485235.6,Республика Карелия
        Республика Коми,2018,833270.1,Республика Коми
        Архангельская область,2018,753081.9,Архангельская область
            Ненецкий автономный округ (Архангельская область),2018,7296374.4,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2018,493205.1,Архангельская область
        Вологодская область,2018,525206.6,Вологодская область
        Калининградская область,2018,494096.4,Калининградская область
        Ленинградская область,2018,626840.0,Ленинградская область
        Мурманская область,2018,693988.6,Мурманская область
        Новгородская область,2018,429668.2,Новгородская область
        Псковская область,2018,285469.3,Псковская область
        Город Санкт-Петербург город федерального значения,2018,891448.8,Санкт-Петербург
        Республика Адыгея (Адыгея),2018,264198.0,Республика Адыгея
        Республика Калмыкия,2018,314225.2,Республика Калмыкия
        Республика Крым,2018,228692.9,Республика Крым
        Краснодарский край,2018,444364.1,Краснодарский край
        Астраханская область,2018,570206.4,Астраханская область
        Волгоградская область,2018,369000.4,Волгоградская область
        Ростовская область,2018,367627.9,Ростовская область
        Город федерального значения Севастополь,2018,276550.7,Севастополь
        Республика Дагестан,2018,219856.8,Республика Дагестан
        Республика Ингушетия,2018,136930.7,Республика Ингушетия
        Кабардино-Балкарская Республика,2018,186574.1,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2018,184013.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2018,229965.3,Республика Северная Осетия - Алания
        Чеченская Республика,2018,154705.5,Чеченская Республика
        Ставропольский край,2018,280220.7,Ставропольский край
        Республика Башкортостан,2018,428715.6,Республика Башкортостан
        Республика Марий Эл,2018,282803.8,Республика Марий Эл
        Республика Мордовия,2018,306987.1,Республика Мордовия
        Республика Татарстан (Татарстан),2018,673117.8,Республика Татарстан
        Удмуртская Республика,2018,450225.9,Удмуртская Республика
        Чувашская Республика - Чувашия,2018,257992.5,Чувашская Республика
        Пермский край,2018,543647.6,Пермский край
        Кировская область,2018,276491.3,Кировская область
        Нижегородская область,2018,465830.1,Нижегородская область
        Оренбургская область,2018,537212.8,Оренбургская область
        Пензенская область,2018,310238.7,Пензенская область
        Самарская область,2018,509855.1,Самарская область
        Саратовская область,2018,315610.0,Саратовская область
        Ульяновская область,2018,311203.3,Ульяновская область
        Курганская область,2018,256618.3,Курганская область
        Свердловская область,2018,560977.3,Свердловская область
        Тюменская область,2018,2393355.2,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2018,2715827.8,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2018,5650999.3,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2018,872684.2,Тюменская область
        Челябинская область,2018,436611.1,Челябинская область
        Республика Алтай,2018,247496.8,Республика Алтай
        Республика Тыва,2018,228064.8,Республика Тыва
        Республика Хакасия,2018,451421.5,Республика Хакасия
        Алтайский край,2018,247599.3,Алтайский край
        Красноярский край,2018,825925.0,Красноярский край
        Иркутская область,2018,608298.6,Иркутская область
        Кемеровская область - Кузбасс,2018,471742.7,Кемеровская область
        Новосибирская область,2018,466347.9,Новосибирская область
        Омская область,2018,377061.9,Омская область
        Томская область,2018,568191.7,Томская область
        Республика Бурятия,2018,262811.9,Республика Бурятия
        Забайкальский край,2018,317815.5,Забайкальский край
        Республика Саха (Якутия),2018,1166833.3,Республика Саха (Якутия)
        Камчатский край,2018,835029.8,Камчатский край
        Приморский край,2018,506052.1,Приморский край
        Хабаровский край,2018,574833.3,Хабаровский край
        Амурская область,2018,419905.2,Амурская область
        Магаданская область,2018,1236274.4,Магаданская область
        Сахалинская область,2018,2517125.0,Сахалинская область
        Еврейская автономная область,2018,339068.1,Еврейская автономная область
        Чукотский автономный округ,2018,1685134.1,Чукотский автономный округ
Российская Федерация,2019,646144.1,
        Белгородская область,2019,617426.5,Белгородская область
        Брянская область,2019,332442.8,Брянская область
        Владимирская область,2019,394560.3,Владимирская область
        Воронежская область,2019,431037.0,Воронежская область
        Ивановская область,2019,249591.6,Ивановская область
        Калужская область,2019,541870.1,Калужская область
        Костромская область,2019,319404.6,Костромская область
        Курская область,2019,449288.6,Курская область
        Липецкая область,2019,499587.0,Липецкая область
        Московская область,2019,670800.3,Московская область
        Орловская область,2019,360731.6,Орловская область
        Рязанская область,2019,392304.4,Рязанская область
        Смоленская область,2019,370820.2,Смоленская область
        Тамбовская область,2019,350323.2,Тамбовская область
        Тверская область,2019,383528.8,Тверская область
        Тульская область,2019,462903.4,Тульская область
        Ярославская область,2019,482944.9,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2019,1555586.6,Москва
        Республика Карелия,2019,527845.9,Республика Карелия
        Республика Коми,2019,873159.0,Республика Коми
        Архангельская область,2019,780623.9,Архангельская область
            Ненецкий автономный округ (Архангельская область),2019,7530484.7,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2019,509917.0,Архангельская область
        Вологодская область,2019,541318.7,Вологодская область
        Калининградская область,2019,515933.0,Калининградская область
        Ленинградская область,2019,657679.7,Ленинградская область
        Мурманская область,2019,828365.9,Мурманская область
        Новгородская область,2019,457123.3,Новгородская область
        Псковская область,2019,313959.2,Псковская область
        Город Санкт-Петербург город федерального значения,2019,950587.3,Санкт-Петербург
        Республика Адыгея (Адыгея),2019,288147.8,Республика Адыгея
        Республика Калмыкия,2019,327149.3,Республика Калмыкия
        Республика Крым,2019,245411.7,Республика Крым
        Краснодарский край,2019,453882.0,Краснодарский край
        Астраханская область,2019,596388.2,Астраханская область
        Волгоградская область,2019,384677.3,Волгоградская область
        Ростовская область,2019,389933.4,Ростовская область
        Город федерального значения Севастополь,2019,306891.7,Севастополь
        Республика Дагестан,2019,231886.3,Республика Дагестан
        Республика Ингушетия,2019,145723.1,Республика Ингушетия
        Кабардино-Балкарская Республика,2019,197218.3,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2019,197658.3,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2019,248172.2,Республика Северная Осетия - Алания
        Чеченская Республика,2019,164617.3,Чеченская Республика
        Ставропольский край,2019,295435.5,Ставропольский край
        Республика Башкортостан,2019,447535.2,Республика Башкортостан
        Республика Марий Эл,2019,300163.4,Республика Марий Эл
        Республика Мордовия,2019,332154.8,Республика Мордовия
        Республика Татарстан (Татарстан),2019,716745.5,Республика Татарстан
        Удмуртская Республика,2019,479562.9,Удмуртская Республика
        Чувашская Республика - Чувашия,2019,278358.9,Чувашская Республика
        Пермский край,2019,573894.3,Пермский край
        Кировская область,2019,292171.6,Кировская область
        Нижегородская область,2019,505460.2,Нижегородская область
        Оренбургская область,2019,564897.9,Оренбургская область
        Пензенская область,2019,342250.5,Пензенская область
        Самарская область,2019,530579.4,Самарская область
        Саратовская область,2019,333876.5,Саратовская область
        Ульяновская область,2019,340581.4,Ульяновская область
        Курганская область,2019,280971.3,Курганская область
        Свердловская область,2019,586468.3,Свердловская область
        Тюменская область,2019,2384622.4,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2019,2733622.7,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2019,5710467.4,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2019,821610.6,Тюменская область
        Челябинская область,2019,445276.7,Челябинская область
        Республика Алтай,2019,268657.4,Республика Алтай
        Республика Тыва,2019,243052.4,Республика Тыва
        Республика Хакасия,2019,478781.0,Республика Хакасия
        Алтайский край,2019,271319.7,Алтайский край
        Красноярский край,2019,938016.7,Красноярский край
        Иркутская область,2019,645518.8,Иркутская область
        Кемеровская область - Кузбасс,2019,416501.2,Кемеровская область
        Новосибирская область,2019,504043.1,Новосибирская область
        Омская область,2019,399371.1,Омская область
        Томская область,2019,577550.7,Томская область
        Республика Бурятия,2019,290301.4,Республика Бурятия
        Забайкальский край,2019,343033.0,Забайкальский край
        Республика Саха (Якутия),2019,1258706.5,Республика Саха (Якутия)
        Камчатский край,2019,891049.1,Камчатский край
        Приморский край,2019,561643.0,Приморский край
        Хабаровский край,2019,608977.5,Хабаровский край
        Амурская область,2019,521060.1,Амурская область
        Магаданская область,2019,1518066.7,Магаданская область
        Сахалинская область,2019,2400858.1,Сахалинская область
        Еврейская автономная область,2019,355545.7,Еврейская автономная область
        Чукотский автономный округ,2019,1898634.8,Чукотский автономный округ
Российская Федерация,2020,640519.0,
        Белгородская область,2020,646569.0,Белгородская область
        Брянская область,2020,347204.5,Брянская область
        Владимирская область,2020,410443.6,Владимирская область
        Воронежская область,2020,459629.5,Воронежская область
        Ивановская область,2020,273821.5,Ивановская область
        Калужская область,2020,558174.6,Калужская область
        Костромская область,2020,323951.6,Костромская область
        Курская область,2020,487030.7,Курская область
        Липецкая область,2020,546151.3,Липецкая область
        Московская область,2020,683845.1,Московская область
        Орловская область,2020,390170.2,Орловская область
