region,year,retail_per_capita,region_standard
        Карачаево-Черкесская Республика,2016,76432.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2016,149749.0,Республика Северная Осетия - Алания
        Чеченская Республика,2016,108534.0,Чеченская Республика
        Ставропольский край,2016,158762.0,Ставропольский край
    Приволжский федеральный округ,2016,167850.0,
        Республика Башкортостан,2016,197400.0,Республика Башкортостан
        Республика Марий Эл,2016,114549.0,Республика Марий Эл
        Республика Мордовия,2016,101590.0,Республика Мордовия
        Республика Татарстан (Татарстан),2016,206769.0,Республика Татарстан
        Удмуртская Республика,2016,139151.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2016,110954.0,Чувашская Республика
        Пермский край,2016,183397.0,Пермский край
        Кировская область,2016,136870.0,Кировская область
        Нижегородская область,2016,200605.0,Нижегородская область
        Оренбургская область,2016,138012.0,Оренбургская область
        Пензенская область,2016,140042.0,Пензенская область
        Самарская область,2016,187020.0,Самарская область
        Саратовская область,2016,128604.0,Саратовская область
        Ульяновская область,2016,134607.0,Ульяновская область
    Уральский федеральный округ,2016,200815.0,
        Курганская область,2016,121596.0,Курганская область
        Свердловская область,2016,243477.0,Свердловская область
        Тюменская область,2016,226307.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2016,224137.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2016,229235.0,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2016,227659.0,Тюменская область
        Челябинская область,2016,140989.0,Челябинская область
    Сибирский федеральный округ,2016,144734.0,
    Сибирский федеральный округ,2016,144734.0,
        Республика Алтай,2016,105669.0,Республика Алтай
        Республика Тыва,2016,67775.0,Республика Тыва
        Республика Хакасия,2016,138946.0,Республика Хакасия
        Алтайский край,2016,137844.0,Алтайский край
        Красноярский край,2016,174885.0,Красноярский край
        Иркутская область,2016,126558.0,Иркутская область
        Кемеровская область - Кузбасс,2016,124997.0,Кемеровская область
        Новосибирская область,2016,162400.0,Новосибирская область
        Омская область,2016,147735.0,Омская область
        Томская область,2016,131138.0,Томская область
    Дальневосточный федеральный округ,2016,201777.0,
    Дальневосточный федеральный округ,2016,201777.0,
        Республика Бурятия,2016,170767.0,Республика Бурятия
        Забайкальский край,2016,142227.0,Забайкальский край
        Республика Саха (Якутия),2016,211758.0,Республика Саха (Якутия)
        Камчатский край,2016,164978.0,Камчатский край
        Приморский край,2016,183787.0,Приморский край
        Хабаровский край,2016,218227.0,Хабаровский край
        Амурская область,2016,191523.0,Амурская область
        Магаданская область,2016,202541.0,Магаданская область
        Сахалинская область,2016,276476.0,Сахалинская область
        Еврейская автономная область,2016,134162.0,Еврейская автономная область
        Чукотский автономный округ,2016,154019.0,Чукотский автономный округ
    Крымский федеральный округ,2016,0.0,
Российская Федерация,2017,202568.0,
    Центральный федеральный округ,2017,258278.0,
        Белгородская область,2017,203298.0,Белгородская область
        Брянская область,2017,192775.0,Брянская область
        Владимирская область,2017,153088.0,Владимирская область
        Воронежская область,2017,221302.0,Воронежская область
        Ивановская область,2017,153993.0,Ивановская область
        Калужская область,2017,183549.0,Калужская область
        Костромская область,2017,150715.0,Костромская область
        Курская область,2017,176208.0,Курская область
        Липецкая область,2017,205496.0,Липецкая область
        Московская область,2017,280515.0,Московская область
        Орловская область,2017,166013.0,Орловская область
        Рязанская область,2017,160126.0,Рязанская область
        Смоленская область,2017,166359.0,Смоленская область
        Тамбовская область,2017,187776.0,Тамбовская область
        Тверская область,2017,167510.0,Тверская область
        Тульская область,2017,182993.0,Тульская область
        Ярославская область,2017,177015.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2017,363391.0,Москва
    Северо-Западный федеральный округ,2017,209899.0,
        Республика Карелия,2017,180295.0,Республика Карелия
        Республика Коми,2017,177599.0,Республика Коми
        Архангельская область,2017,217241.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2017,214927.0,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2017,217332.0,Архангельская область
        Вологодская область,2017,145711.0,Вологодская область
        Калининградская область,2017,158572.0,Калининградская область
        Ленинградская область,2017,205604.0,Ленинградская область
        Мурманская область,2017,216425.0,Мурманская область
        Новгородская область,2017,183565.0,Новгородская область
        Псковская область,2017,166753.0,Псковская область
        Город Санкт-Петербург город федерального значения,2017,249460.0,Санкт-Петербург
    Южный федеральный округ (с 29.07.2016),2017,189852.0,
        Республика Адыгея (Адыгея),2017,190240.0,Республика Адыгея
        Республика Калмыкия,2017,70974.0,Республика Калмыкия
        Республика Крым,2017,120177.0,Республика Крым
        Краснодарский край,2017,233909.0,Краснодарский край
        Астраханская область,2017,163829.0,Астраханская область
        Волгоградская область,2017,145186.0,Волгоградская область
        Ростовская область,2017,208339.0,Ростовская область
        Город федерального значения Севастополь,2017,146264.0,Севастополь
    Северо-Кавказский федеральный округ,2017,158298.0,
        Республика Дагестан,2017,203361.0,Республика Дагестан
        Республика Ингушетия,2017,46464.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2017,143289.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2017,79498.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2017,156186.0,Республика Северная Осетия - Алания
        Чеченская Республика,2017,111074.0,Чеченская Республика
        Ставропольский край,2017,170837.0,Ставропольский край
    Приволжский федеральный округ,2017,176411.0,
        Республика Башкортостан,2017,206913.0,Республика Башкортостан
        Республика Марий Эл,2017,119956.0,Республика Марий Эл
        Республика Мордовия,2017,108326.0,Республика Мордовия
        Республика Татарстан (Татарстан),2017,216965.0,Республика Татарстан
        Удмуртская Республика,2017,146183.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2017,115272.0,Чувашская Республика
        Пермский край,2017,191175.0,Пермский край
        Кировская область,2017,143191.0,Кировская область
        Нижегородская область,2017,215014.0,Нижегородская область
        Оренбургская область,2017,148210.0,Оренбургская область
        Пензенская область,2017,149020.0,Пензенская область
        Самарская область,2017,191827.0,Самарская область
        Саратовская область,2017,134843.0,Саратовская область
        Ульяновская область,2017,142641.0,Ульяновская область
    Уральский федеральный округ,2017,206924.0,
        Курганская область,2017,127864.0,Курганская область
        Свердловская область,2017,249170.0,Свердловская область
        Тюменская область,2017,238401.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2017,239076.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2017,237608.0,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2017,237939.0,Тюменская область
        Челябинская область,2017,140782.0,Челябинская область
    Сибирский федеральный округ,2017,151164.0,
    Сибирский федеральный округ,2017,151252.0,
        Республика Алтай,2017,112034.0,Республика Алтай
        Республика Тыва,2017,69158.0,Республика Тыва
        Республика Хакасия,2017,147255.0,Республика Хакасия
        Алтайский край,2017,143873.0,Алтайский край
        Красноярский край,2017,177692.0,Красноярский край
        Иркутская область,2017,133790.0,Иркутская область
        Кемеровская область - Кузбасс,2017,131401.0,Кемеровская область
        Новосибирская область,2017,170030.0,Новосибирская область
        Омская область,2017,161071.0,Омская область
        Томская область,2017,137307.0,Томская область
    Дальневосточный федеральный округ,2017,213001.0,
    Дальневосточный федеральный округ,2017,213001.0,
        Республика Бурятия,2017,173586.0,Республика Бурятия
        Забайкальский край,2017,147016.0,Забайкальский край
        Республика Саха (Якутия),2017,220700.0,Республика Саха (Якутия)
        Камчатский край,2017,171259.0,Камчатский край
        Приморский край,2017,195525.0,Приморский край
        Хабаровский край,2017,231134.0,Хабаровский край
        Амурская область,2017,202038.0,Амурская область
        Магаданская область,2017,213558.0,Магаданская область
        Сахалинская область,2017,289573.0,Сахалинская область
        Еврейская автономная область,2017,138444.0,Еврейская автономная область
        Чукотский автономный округ,2017,183781.0,Чукотский автономный округ
Российская Федерация,2018,215074.0,
    Центральный федеральный округ,2018,277011.0,
        Белгородская область,2018,217059.0,Белгородская область
        Брянская область,2018,209987.0,Брянская область
        Владимирская область,2018,164519.0,Владимирская область
        Воронежская область,2018,236953.0,Воронежская область
        Ивановская область,2018,163290.0,Ивановская область
        Калужская область,2018,194987.0,Калужская область
        Костромская область,2018,159014.0,Костромская область
        Курская область,2018,191945.0,Курская область
        Липецкая область,2018,223731.0,Липецкая область
        Московская область,2018,311893.0,Московская область
        Орловская область,2018,177758.0,Орловская область
        Рязанская область,2018,172854.0,Рязанская область
        Смоленская область,2018,179437.0,Смоленская область
        Тамбовская область,2018,195612.0,Тамбовская область
        Тверская область,2018,175212.0,Тверская область
        Тульская область,2018,194778.0,Тульская область
        Ярославская область,2018,186662.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2018,382016.0,Москва
    Северо-Западный федеральный округ,2018,222891.0,
        Республика Карелия,2018,196389.0,Республика Карелия
        Республика Коми,2018,184993.0,Республика Коми
        Архангельская область,2018,229576.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2018,220864.0,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2018,229922.0,Архангельская область
        Вологодская область,2018,159085.0,Вологодская область
        Калининградская область,2018,170470.0,Калининградская область
        Ленинградская область,2018,221479.0,Ленинградская область
        Мурманская область,2018,225992.0,Мурманская область
        Новгородская область,2018,191135.0,Новгородская область
        Псковская область,2018,177129.0,Псковская область
        Город Санкт-Петербург город федерального значения,2018,263120.0,Санкт-Петербург
    Южный федеральный округ (с 29.07.2016),2018,200035.0,
        Республика Адыгея (Адыгея),2018,209586.0,Республика Адыгея
        Республика Калмыкия,2018,77850.0,Республика Калмыкия
        Республика Крым,2018,133940.0,Республика Крым
        Краснодарский край,2018,243186.0,Краснодарский край
        Астраханская область,2018,170710.0,Астраханская область
        Волгоградская область,2018,154934.0,Волгоградская область
        Ростовская область,2018,218637.0,Ростовская область
        Город федерального значения Севастополь,2018,149255.0,Севастополь
    Северо-Кавказский федеральный округ,2018,157306.0,
        Республика Дагестан,2018,183878.0,Республика Дагестан
        Республика Ингушетия,2018,51027.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2018,147246.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2018,82339.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2018,163733.0,Республика Северная Осетия - Алания
        Чеченская Республика,2018,115781.0,Чеченская Республика
        Ставропольский край,2018,182284.0,Ставропольский край
    Приволжский федеральный округ,2018,188001.0,
        Республика Башкортостан,2018,216774.0,Республика Башкортостан
        Республика Марий Эл,2018,127087.0,Республика Марий Эл
        Республика Мордовия,2018,114694.0,Республика Мордовия
        Республика Татарстан (Татарстан),2018,235335.0,Республика Татарстан
        Удмуртская Республика,2018,154640.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2018,124480.0,Чувашская Республика
        Пермский край,2018,205335.0,Пермский край
        Кировская область,2018,153012.0,Кировская область
        Нижегородская область,2018,229162.0,Нижегородская область
        Оренбургская область,2018,156289.0,Оренбургская область
        Пензенская область,2018,155710.0,Пензенская область
        Самарская область,2018,203369.0,Самарская область
        Саратовская область,2018,145738.0,Саратовская область
        Ульяновская область,2018,150860.0,Ульяновская область
    Уральский федеральный округ,2018,219098.0,
        Курганская область,2018,136191.0,Курганская область
        Свердловская область,2018,261708.0,Свердловская область
        Тюменская область,2018,254256.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2018,253455.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2018,256402.0,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2018,254370.0,Тюменская область
        Челябинская область,2018,148838.0,Челябинская область
    Сибирский федеральный округ,2018,159223.0,
        Республика Алтай,2018,118964.0,Республика Алтай
        Республика Тыва,2018,73214.0,Республика Тыва
        Республика Хакасия,2018,156273.0,Республика Хакасия
        Алтайский край,2018,150444.0,Алтайский край
        Красноярский край,2018,187102.0,Красноярский край
        Иркутская область,2018,144951.0,Иркутская область
        Кемеровская область - Кузбасс,2018,140292.0,Кемеровская область
        Новосибирская область,2018,179643.0,Новосибирская область
        Омская область,2018,169335.0,Омская область
        Томская область,2018,147085.0,Томская область
    Дальневосточный федеральный округ,2018,212494.0,
        Республика Бурятия,2018,180022.0,Республика Бурятия
        Забайкальский край,2018,154257.0,Забайкальский край
        Республика Саха (Якутия),2018,236872.0,Республика Саха (Якутия)
        Камчатский край,2018,181491.0,Камчатский край
        Приморский край,2018,212958.0,Приморский край
        Хабаровский край,2018,244591.0,Хабаровский край
        Амурская область,2018,214688.0,Амурская область
        Магаданская область,2018,226312.0,Магаданская область
        Сахалинская область,2018,303112.0,Сахалинская область
        Еврейская автономная область,2018,149572.0,Еврейская автономная область
        Чукотский автономный округ,2018,193391.0,Чукотский автономный округ
Российская Федерация,2019,229104.0,
    Центральный федеральный округ,2019,296368.0,
        Белгородская область,2019,230704.0,Белгородская область
        Брянская область,2019,225818.0,Брянская область
        Владимирская область,2019,175251.0,Владимирская область
        Воронежская область,2019,251882.0,Воронежская область
        Ивановская область,2019,178517.0,Ивановская область
        Калужская область,2019,210454.0,Калужская область
        Костромская область,2019,171567.0,Костромская область
        Курская область,2019,206829.0,Курская область
        Липецкая область,2019,241566.0,Липецкая область
        Московская область,2019,337814.0,Московская область
        Орловская область,2019,188964.0,Орловская область
        Рязанская область,2019,186792.0,Рязанская область
        Смоленская область,2019,188805.0,Смоленская область
        Тамбовская область,2019,209132.0,Тамбовская область
        Тверская область,2019,192877.0,Тверская область
        Тульская область,2019,208800.0,Тульская область
        Ярославская область,2019,199963.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2019,403426.0,Москва
    Северо-Западный федеральный округ,2019,236244.0,
        Республика Карелия,2019,209593.0,Республика Карелия
        Республика Коми,2019,196592.0,Республика Коми
        Архангельская область,2019,239516.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2019,223587.0,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2019,240155.0,Архангельская область
        Вологодская область,2019,170174.0,Вологодская область
        Калининградская область,2019,179949.0,Калининградская область
        Ленинградская область,2019,235709.0,Ленинградская область
        Мурманская область,2019,240353.0,Мурманская область
        Новгородская область,2019,201392.0,Новгородская область
        Псковская область,2019,192571.0,Псковская область
        Город Санкт-Петербург город федерального значения,2019,278027.0,Санкт-Петербург
    Южный федеральный округ (с 29.07.2016),2019,212894.0,
        Республика Адыгея (Адыгея),2019,221468.0,Республика Адыгея
        Республика Калмыкия,2019,83234.0,Республика Калмыкия
        Республика Крым,2019,143660.0,Республика Крым
        Краснодарский край,2019,258288.0,Краснодарский край
        Астраханская область,2019,179153.0,Астраханская область
        Волгоградская область,2019,166998.0,Волгоградская область
        Ростовская область,2019,232282.0,Ростовская область
        Город федерального значения Севастополь,2019,154734.0,Севастополь
    Северо-Кавказский федеральный округ,2019,164259.0,
        Республика Дагестан,2019,191480.0,Республика Дагестан
        Республика Ингушетия,2019,51702.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2019,155182.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2019,86605.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2019,170755.0,Республика Северная Осетия - Алания
        Чеченская Республика,2019,120058.0,Чеченская Республика
        Ставропольский край,2019,191606.0,Ставропольский край
    Приволжский федеральный округ,2019,199018.0,
        Республика Башкортостан,2019,230315.0,Республика Башкортостан
        Республика Марий Эл,2019,133493.0,Республика Марий Эл
        Республика Мордовия,2019,123273.0,Республика Мордовия
        Республика Татарстан (Татарстан),2019,244232.0,Республика Татарстан
        Удмуртская Республика,2019,161544.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2019,136291.0,Чувашская Республика
        Пермский край,2019,216516.0,Пермский край
        Кировская область,2019,161370.0,Кировская область
        Нижегородская область,2019,243303.0,Нижегородская область
        Оренбургская область,2019,167197.0,Оренбургская область
        Пензенская область,2019,165855.0,Пензенская область
        Самарская область,2019,216113.0,Самарская область
        Саратовская область,2019,155017.0,Саратовская область
        Ульяновская область,2019,161005.0,Ульяновская область
    Уральский федеральный округ,2019,230605.0,
        Курганская область,2019,144802.0,Курганская область
        Свердловская область,2019,277509.0,Свердловская область
        Тюменская область,2019,262514.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2019,262109.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2019,261956.0,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2019,263154.0,Тюменская область
        Челябинская область,2019,158480.0,Челябинская область
    Сибирский федеральный округ,2019,171818.0,
        Республика Алтай,2019,132257.0,Республика Алтай
        Республика Тыва,2019,80283.0,Республика Тыва
        Республика Хакасия,2019,170197.0,Республика Хакасия
        Алтайский край,2019,159514.0,Алтайский край
        Красноярский край,2019,201665.0,Красноярский край
        Иркутская область,2019,160562.0,Иркутская область
        Кемеровская область - Кузбасс,2019,150973.0,Кемеровская область
        Новосибирская область,2019,191413.0,Новосибирская область
        Омская область,2019,184179.0,Омская область
        Томская область,2019,158968.0,Томская область
    Дальневосточный федеральный округ,2019,229680.0,
        Республика Бурятия,2019,192070.0,Республика Бурятия
        Забайкальский край,2019,163264.0,Забайкальский край
        Республика Саха (Якутия),2019,254681.0,Республика Саха (Якутия)
        Камчатский край,2019,197448.0,Камчатский край
        Приморский край,2019,235572.0,Приморский край
        Хабаровский край,2019,262321.0,Хабаровский край
        Амурская область,2019,231113.0,Амурская область
        Магаданская область,2019,240162.0,Магаданская область
        Сахалинская область,2019,327601.0,Сахалинская область
        Еврейская автономная область,2019,165356.0,Еврейская автономная область
        Чукотский автономный округ,2019,209839.0,Чукотский автономный округ
Российская Федерация,2020,231283.0,
    Центральный федеральный округ,2020,301192.0,
        Белгородская область,2020,237076.0,Белгородская область
        Брянская область,2020,225643.0,Брянская область
        Владимирская область,2020,177680.0,Владимирская область
        Воронежская область,2020,252416.0,Воронежская область
        Ивановская область,2020,180314.0,Ивановская область
        Калужская область,2020,214672.0,Калужская область
        Костромская область,2020,179587.0,Костромская область
        Курская область,2020,207134.0,Курская область
        Липецкая область,2020,236552.0,Липецкая область
        Московская область,2020,347566.0,Московская область
        Орловская область,2020,194977.0,Орловская область
        Рязанская область,2020,196393.0,Рязанская область
        Смоленская область,2020,186156.0,Смоленская область
        Тамбовская область,2020,198282.0,Тамбовская область
        Тверская область,2020,199736.0,Тверская область
        Тульская область,2020,205652.0,Тульская область
        Ярославская область,2020,204406.0,Ярославская область
        Город Москва столица Российской Федерации город федерального значения,2020,408674.0,Москва
    Северо-Западный федеральный округ,2020,244859.0,
        Республика Карелия,2020,226569.0,Республика Карелия
        Республика Коми,2020,201675.0,Республика Коми
        Архангельская область,2020,249101.0,Архангельская область
            Ненецкий автономный округ (Архангельская область),2020,226206.0,Ненецкий автономный округ
            Архангельская область (кроме Ненецкого автономного округа),2020,250033.0,Архангельская область
        Вологодская область,2020,182920.0,Вологодская область
        Калининградская область,2020,183286.0,Калининградская область
        Ленинградская область,2020,255646.0,Ленинградская область
        Мурманская область,2020,242844.0,Мурманская область
        Новгородская область,2020,204547.0,Новгородская область
        Псковская область,2020,200916.0,Псковская область
        Город Санкт-Петербург город федерального значения,2020,283494.0,Санкт-Петербург
    Южный федеральный округ (с 29.07.2016),2020,214522.0,
        Республика Адыгея (Адыгея),2020,231447.0,Республика Адыгея
        Республика Калмыкия,2020,86002.0,Республика Калмыкия
        Республика Крым,2020,148071.0,Республика Крым
        Краснодарский край,2020,261857.0,Краснодарский край
        Астраханская область,2020,174527.0,Астраханская область
        Волгоградская область,2020,167446.0,Волгоградская область
        Ростовская область,2020,232860.0,Ростовская область
        Город федерального значения Севастополь,2020,141383.0,Севастополь
    Северо-Кавказский федеральный округ,2020,161372.0,
        Республика Дагестан,2020,188325.0,Республика Дагестан
        Республика Ингушетия,2020,50713.0,Республика Ингушетия
        Кабардино-Балкарская Республика,2020,154476.0,Кабардино-Балкарская Республика
        Карачаево-Черкесская Республика,2020,83515.0,Карачаево-Черкесская Республика
        Республика Северная Осетия-Алания,2020,163468.0,Республика Северная Осетия - Алания
        Чеченская Республика,2020,123955.0,Чеченская Республика
        Ставропольский край,2020,185994.0,Ставропольский край
    Приволжский федеральный округ,2020,198295.0,
        Республика Башкортостан,2020,226691.0,Республика Башкортостан
        Республика Марий Эл,2020,134692.0,Республика Марий Эл
        Республика Мордовия,2020,127327.0,Республика Мордовия
        Республика Татарстан (Татарстан),2020,238322.0,Республика Татарстан
        Удмуртская Республика,2020,160085.0,Удмуртская Республика
        Чувашская Республика - Чувашия,2020,141564.0,Чувашская Республика
        Пермский край,2020,214162.0,Пермский край
        Кировская область,2020,163224.0,Кировская область
        Нижегородская область,2020,237008.0,Нижегородская область
        Оренбургская область,2020,169416.0,Оренбургская область
        Пензенская область,2020,171267.0,Пензенская область
        Самарская область,2020,213032.0,Самарская область
        Саратовская область,2020,164665.0,Саратовская область
        Ульяновская область,2020,165299.0,Ульяновская область
    Уральский федеральный округ,2020,229110.0,
        Курганская область,2020,147332.0,Курганская область
        Свердловская область,2020,259875.0,Свердловская область
        Тюменская область,2020,262970.0,Тюменская область
            Ханты-Мансийский автономный округ - Югра (Тюменская область),2020,258117.0,Ханты-Мансийский автономный округ
            Ямало-Ненецкий автономный округ (Тюменская область),2020,263114.0,Ямало-Ненецкий автономный округ
            Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа),2020,268215.0,Тюменская область
        Челябинская область,2020,173367.0,Челябинская область
    Сибирский федеральный округ,2020,172590.0,
        Республика Алтай,2020,135351.0,Республика Алтай
        Республика Тыва,2020,76921.0,Республика Тыва
        Республика Хакасия,2020,175577.0,Республика Хакасия
        Алтайский край,2020,153605.0,Алтайский край
        Красноярский край,2020,196888.0,Красноярский край
        Иркутская область,2020,164879.0,Иркутская область
        Кемеровская область - Кузбасс,2020,153033.0,Кемеровская область
        Новосибирская область,2020,197028.0,Новосибирская область
        Омская область,2020,185769.0,Омская область
        Томская область,2020,162359.0,Томская область
    Дальневосточный федеральный округ,2020,234050.0,
        Республика Бурятия,2020,199747.0,Республика Бурятия
        Забайкальский край,2020,164741.0,Забайкальский край
        Республика Саха (Якутия),2020,250679.0,Республика Саха (Якутия)
        Камчатский край,2020,202352.0,Камчатский край
        Приморский край,2020,230378.0,Приморский край
        Хабаровский край,2020,277942.0,Хабаровский край
        Амурская область,2020,245233.0,Амурская область
        Магаданская область,2020,245817.0,Магаданская область
        Сахалинская область,2020,338787.0,Сахалинская область
        Еврейская автономная область,2020,168066.0,Еврейская автономная область
        Чукотский автономный округ,2020,217089.0,Чукотский автономный округ
